Oil well operation parameters (2013 - 2021 y). Well ? 807,,,,,,,,
,,,,,,,,
Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
03-11-2020,8,30,2080,23,74,17,2122,103
04-11-2020,8,30,2019,22,74,17,2122,103
05-11-2020,7,26,1762,19,74,14,2122,103
06-11-2020,4,17,1131,12,74,14,2122,103
07-11-2020,6,22,1519,17,74,19,2122,103
08-11-2020,4,16,1123,12,74,14,2122,103
09-11-2020,5,20,1369,15,74,17,2122,103
10-11-2020,5,19,1313,14,74,17,2122,103
11-11-2020,6,22,1511,16,74,19,2122,103
12-11-2020,6,22,1519,17,74,19,2122,103
13-11-2020,6,25,1717,19,74,22,2122,103
14-11-2020,6,25,1693,18,74,21,2122,103
15-11-2020,6,24,1661,18,74,21,2122,103
16-11-2020,6,25,1676,18,74,20,2122,102
17-11-2020,5,21,1429,16,74,17,2122,102
18-11-2020,6,24,1634,18,74,19,2122,102
19-11-2020,5,20,1344,15,74,16,2122,102
20-11-2020,6,22,1564,16,73,18,2122,102
21-11-2020,5,20,1423,15,73,16,2122,102
22-11-2020,8,29,2050,21,73,23,2122,102
23-11-2020,5,21,1476,15,73,17,2122,102
24-11-2020,6,21,1484,15,73,17,2122,102
25-11-2020,6,24,1696,18,73,19,2122,102
26-11-2020,5,18,1272,13,73,14,2122,102
27-11-2020,5,18,1264,13,73,14,2122,102
28-11-2020,6,24,1678,18,73,19,2110,102
29-11-2020,7,27,1871,20,73,21,2122,102
30-11-2020,5,19,1320,14,73,15,2134,102
01-12-2020,5,18,1305,13,72,14,2137,102
02-12-2020,5,19,1405,14,72,16,2113,102
03-12-2020,5,19,1246,15,75,15,2113,102
04-12-2020,5,19,1238,14,75,15,2113,102
05-12-2020,5,20,1327,15,75,16,2113,102
06-12-2020,5,19,1238,14,75,15,2137,102
07-12-2020,4,17,1133,13,75,14,2137,102
08-12-2020,4,18,1190,14,75,15,2125,102
09-12-2020,5,19,1337,14,73,15,2137,102
10-12-2020,5,19,1311,14,73,15,2137,102
11-12-2020,5,18,1233,13,73,14,2125,102
12-12-2020,4,17,1189,13,73,14,2125,101
13-12-2020,5,19,1311,14,73,15,2113,101
14-12-2020,5,20,1434,15,73,16,2125,101
15-12-2020,5,20,1434,15,73,16,2113,101
16-12-2020,5,20,1434,15,73,16,2113,101
17-12-2020,4,17,1189,13,73,14,2125,101
18-12-2020,5,18,1268,13,73,15,2113,101
19-12-2020,5,20,1434,15,73,16,2113,101
20-12-2020,5,20,1390,15,73,16,2125,101
21-12-2020,5,20,1259,15,76,16,2125,101
22-12-2020,4,18,1119,14,76,14,2113,101
23-12-2020,4,18,1150,14,76,15,2101,101
24-12-2020,5,22,1352,17,76,17,2113,101
25-12-2020,5,20,1274,16,76,16,2113,101
26-12-2020,4,19,1166,14,76,15,2113,101
27-12-2020,5,20,1228,15,76,16,2125,101
28-12-2020,4,19,1204,15,76,16,2101,101
29-12-2020,5,20,1274,16,76,16,2125,101
30-12-2020,5,20,1274,16,76,16,2113,101
31-12-2020,5,20,1243,15,76,16,2137,101
01-01-2021,5,20,1450,15,72,16,2113,101
02-01-2021,6,20,1478,15,72,16,2125,101
03-01-2021,6,20,1478,15,72,16,2113,101
04-01-2021,4,15,1088,11,72,12,2113,101
05-01-2021,5,19,1408,13,71,15,2113,101
06-01-2021,6,20,1540,15,71,16,2113,101
07-01-2021,5,19,1437,14,71,15,2113,100
08-01-2021,5,19,1437,14,71,15,2113,100
09-01-2021,5,19,1446,14,71,15,2101,100
10-01-2021,6,20,1521,15,71,16,2113,100
11-01-2021,5,20,1474,14,71,16,2137,100
12-01-2021,5,18,1399,13,70,14,2137,100
13-01-2021,5,18,1408,13,70,15,2113,100
14-01-2021,6,20,1593,15,70,16,2101,100
15-01-2021,6,20,1593,15,70,16,2113,100
16-01-2021,6,20,1583,14,70,16,2125,100
17-01-2021,6,20,1573,14,70,16,2125,100
18-01-2021,5,18,1418,13,70,15,2125,100
